LAT,LON,YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,RH2M,T2M_MAX,T2M_MIN
3.5,-72.5,2023,5,10,6.85,3.52,90.44,28.1,23.0
4.5,-72.5,2023,5,10,6.92,4.33,87.6,28.33,23.45
5.5,-72.5,2023,5,10,7.23,4.35,88.3,20.31,16.51
6.5,-72.5,2023,5,10,7.39,4.37,86.58,16.35,9.66
2.5,-72.5,2023,5,11,6.95,5.51,92.44,28.05,23.14
3.5,-72.5,2023,5,11,6.96,4.86,90.2,28.71,23.06
4.5,-72.5,2023,5,11,6.86,5.42,88.56,29.81,23.22
5.5,-72.5,2023,5,11,7.18,5.65,85.15,23.68,15.67
6.5,-72.5,2023,5,11,7.46,5.7,81.42,18.7,7.52
2.5,-72.5,2023,5,12,6.97,4.7,89.42,29.07,22.73
3.5,-72.5,2023,5,12,7.02,3.73,88.15,29.14,22.98
4.5,-72.5,2023,5,12,6.89,4.29,87.95,29.29,23.23
5.5,-72.5,2023,5,12,7.21,4.43,86.26,22.8,16.97
6.5,-72.5,2023,5,12,7.63,4.73,79.3,18.34,8.8
2.5,-72.5,2023,5,13,6.98,3.54,93.33,28.24,22.8
3.5,-72.5,2023,5,13,6.98,4.54,89.57,28.98,23.15
4.5,-72.5,2023,5,13,6.93,3.33,89.13,29.93,23.46
5.5,-72.5,2023,5,13,7.24,3.17,92.77,21.43,16.42
6.5,-72.5,2023,5,13,7.36,3.88,88.38,17.4,8.78
2.5,-72.5,2023,5,14,6.91,4.28,94.67,28.06,24.1
3.5,-72.5,2023,5,14,6.93,4.31,90.8,28.87,23.67
4.5,-72.5,2023,5,14,6.91,4.05,88.37,29.25,24.63
5.5,-72.5,2023,5,14,7.19,3.18,92.09,21.96,17.33
6.5,-72.5,2023,5,14,7.45,3.64,88.98,16.93,9.2
2.5,-72.5,2023,5,15,6.95,5.24,90.03,29.68,23.17
3.5,-72.5,2023,5,15,6.97,4.79,85.68,30.38,23.29
4.5,-72.5,2023,5,15,6.98,4.09,85.55,30.08,23.81
5.5,-72.5,2023,5,15,7.31,3.49,85.21,23.04,16.97
6.5,-72.5,2023,5,15,7.59,3.43,86.27,16.53,8.91
2.5,-72.5,2023,5,16,6.85,5.08,92.05,28.67,23.65
3.5,-72.5,2023,5,16,6.87,5.41,86.54,29.36,23.22
4.5,-72.5,2023,5,16,7.0,6.15,85.42,30.69,23.91
5.5,-72.5,2023,5,16,7.36,5.17,80.62,24.02,17.29
6.5,-72.5,2023,5,16,7.57,4.42,83.05,18.05,6.95
2.5,-72.5,2023,5,17,6.96,4.04,90.37,28.91,23.66
3.5,-72.5,2023,5,17,6.99,2.97,84.43,29.54,22.9
4.5,-72.5,2023,5,17,6.98,2.12,84.96,29.93,23.09
5.5,-72.5,2023,5,17,7.33,3.73,85.38,23.23,18.0
6.5,-72.5,2023,5,17,7.5,4.11,84.94,18.31,9.44
2.5,-72.5,2023,5,18,6.92,5.29,87.55,30.01,23.75
3.5,-72.5,2023,5,18,6.94,5.72,84.48,30.51,23.8
4.5,-72.5,2023,5,18,6.89,4.69,83.19,30.76,23.73
5.5,-72.5,2023,5,18,7.1,3.89,87.59,23.36,17.62
6.5,-72.5,2023,5,18,7.53,5.11,82.65,18.94,8.29
2.5,-72.5,2023,5,19,6.71,4.1,92.1,29.11,23.71
3.5,-72.5,2023,5,19,6.74,4.28,85.57,30.55,24.3
4.5,-72.5,2023,5,19,6.75,5.18,84.62,30.86,24.35
5.5,-72.5,2023,5,19,7.12,4.63,90.31,23.36,17.16
6.5,-72.5,2023,5,19,7.38,4.63,85.88,19.01,10.07
2.5,-72.5,2023,5,20,6.84,5.41,91.14,29.82,23.41
3.5,-72.5,2023,5,20,6.86,4.78,87.14,30.38,23.87
4.5,-72.5,2023,5,20,6.85,4.37,83.68,31.09,24.79
5.5,-72.5,2023,5,20,7.17,4.27,89.63,23.89,17.2
6.5,-72.5,2023,5,20,7.48,4.18,88.13,18.09,9.53
2.5,-72.5,2023,5,21,6.78,3.59,93.76,28.61,23.8
3.5,-72.5,2023,5,21,6.81,3.17,88.14,30.35,23.82
4.5,-72.5,2023,5,21,6.85,2.33,84.03,31.78,24.08
5.5,-72.5,2023,5,21,7.16,2.95,87.26,22.99,17.55
6.5,-72.5,2023,5,21,7.51,3.33,90.24,13.81,10.04
2.5,-72.5,2023,5,22,6.36,4.37,95.19,27.35,23.99
3.5,-72.5,2023,5,22,6.36,4.47,90.59,30.16,23.83
4.5,-72.5,2023,5,22,6.64,4.76,89.04,29.62,24.75
5.5,-72.5,2023,5,22,6.96,3.95,86.84,23.47,16.55
6.5,-72.5,2023,5,22,7.17,3.32,86.43,18.86,8.05
2.5,-72.5,2023,5,23,6.62,4.69,89.58,29.36,23.2
3.5,-72.5,2023,5,23,6.65,4.25,87.06,29.98,23.83
4.5,-72.5,2023,5,23,6.75,5.35,84.49,30.23,24.16
5.5,-72.5,2023,5,23,7.07,4.58,88.18,23.18,16.78
6.5,-72.5,2023,5,23,7.5,3.92,87.38,17.96,8.62
2.5,-72.5,2023,5,24,6.86,5.1,93.89,28.15,23.92
3.5,-72.5,2023,5,24,6.9,4.92,88.5,29.67,23.93
4.5,-72.5,2023,5,24,6.93,4.85,88.12,29.72,24.09
5.5,-72.5,2023,5,24,7.27,4.5,88.96,22.69,16.92
6.5,-72.5,2023,5,24,7.44,3.94,87.83,17.48,10.33
2.5,-72.5,2023,5,25,6.86,5.39,95.22,26.73,23.22
3.5,-72.5,2023,5,25,6.89,5.99,90.07,27.68,23.28
4.5,-72.5,2023,5,25,6.97,5.98,87.58,28.0,23.85
5.5,-72.5,2023,5,25,7.32,4.5,88.83,20.77,16.1
6.5,-72.5,2023,5,25,7.57,3.65,86.24,16.3,8.18
2.5,-72.5,2023,5,26,6.84,4.37,92.6,28.09,22.83
3.5,-72.5,2023,5,26,6.85,3.88,84.98,29.63,22.7
4.5,-72.5,2023,5,26,6.84,3.26,84.65,28.54,23.7
5.5,-72.5,2023,5,26,7.18,4.04,85.94,21.87,15.87
6.5,-72.5,2023,5,26,7.33,3.82,85.24,17.69,8.45
2.5,-72.5,2023,5,27,6.8,4.06,92.53,28.16,22.72
3.5,-72.5,2023,5,27,6.82,3.78,86.36,29.12,23.46
4.5,-72.5,2023,5,27,6.77,3.83,87.26,28.49,23.77
5.5,-72.5,2023,5,27,7.15,3.89,86.48,22.18,16.49
6.5,-72.5,2023,5,27,7.49,3.76,86.71,17.5,7.53
2.5,-72.5,2023,5,28,6.76,5.05,87.51,29.66,23.67
3.5,-72.5,2023,5,28,6.75,5.45,83.2,30.27,23.31
4.5,-72.5,2023,5,28,6.86,6.31,82.99,30.5,23.43
5.5,-72.5,2023,5,28,7.19,5.29,84.4,22.33,16.4
6.5,-72.5,2023,5,28,7.51,4.83,84.16,17.11,7.32
2.5,-72.5,2023,5,29,6.77,5.58,90.98,29.35,22.62
3.5,-72.5,2023,5,29,6.81,4.95,86.46,30.2,23.31
4.5,-72.5,2023,5,29,6.8,5.05,84.31,30.21,24.06
5.5,-72.5,2023,5,29,7.14,4.51,86.85,23.12,15.84
6.5,-72.5,2023,5,29,7.5,5.32,83.13,18.71,6.94
2.5,-72.5,2023,5,30,6.73,5.91,93.16,28.89,23.38
3.5,-72.5,2023,5,30,6.75,5.35,85.19,30.37,23.65
4.5,-72.5,2023,5,30,6.77,4.87,84.65,29.89,24.01
5.5,-72.5,2023,5,30,6.98,3.99,90.33,21.67,16.61
6.5,-72.5,2023,5,30,7.45,3.28,87.23,17.09,7.79
2.5,-72.5,2023,5,31,6.67,4.54,93.92,27.14,23.06
3.5,-72.5,2023,5,31,6.69,4.37,85.93,29.23,23.19
4.5,-72.5,2023,5,31,6.77,4.56,85.22,29.34,23.09
5.5,-72.5,2023,5,31,7.1,4.81,88.11,21.34,15.59
6.5,-72.5,2023,5,31,7.5,4.52,86.9,17.51,6.68
2.5,-72.5,2023,6,1,6.78,3.42,92.42,28.38,22.24
3.5,-72.5,2023,6,1,6.79,4.09,86.95,29.06,22.64
4.5,-72.5,2023,6,1,6.67,4.31,87.9,28.62,22.96
5.5,-72.5,2023,6,1,6.98,4.0,87.89,20.82,15.73
6.5,-72.5,2023,6,1,7.31,3.63,86.7,17.07,7.75
2.5,-72.5,2023,6,2,6.78,4.58,93.3,27.75,22.14
3.5,-72.5,2023,6,2,6.82,5.34,89.53,27.89,22.01
4.5,-72.5,2023,6,2,6.85,4.93,87.06,28.35,22.32
5.5,-72.5,2023,6,2,7.24,5.0,84.97,21.5,15.12
6.5,-72.5,2023,6,2,7.41,4.47,84.3,16.26,6.93
2.5,-72.5,2023,6,3,6.89,6.25,88.57,28.89,21.59
3.5,-72.5,2023,6,3,6.91,6.06,85.75,29.73,21.09
4.5,-72.5,2023,6,3,6.93,5.92,79.88,29.8,21.04
5.5,-72.5,2023,6,3,7.2,5.5,80.25,22.56,14.28
6.5,-72.5,2023,6,3,7.61,5.39,83.08,17.61,5.05
2.5,-72.5,2023,6,4,6.73,5.09,88.69,29.28,21.66
3.5,-72.5,2023,6,4,6.78,5.56,84.29,29.45,22.02
4.5,-72.5,2023,6,4,6.79,5.82,81.89,29.48,22.1
5.5,-72.5,2023,6,4,7.11,5.46,82.77,22.11,15.4
6.5,-72.5,2023,6,4,7.3,4.91,84.94,16.81,5.35
2.5,-72.5,2023,6,5,6.49,3.72,87.02,28.29,23.32
3.5,-72.5,2023,6,5,6.54,3.24,83.06,29.53,23.61
4.5,-72.5,2023,6,5,6.63,3.74,84.57,28.16,23.85
5.5,-72.5,2023,6,5,7.01,3.82,84.52,20.63,16.51
6.5,-72.5,2023,6,5,7.2,3.78,85.67,15.99,7.57
2.5,-72.5,2023,6,6,6.63,4.37,89.63,28.25,22.19
3.5,-72.5,2023,6,6,6.68,4.58,85.85,29.46,22.31
4.5,-72.5,2023,6,6,6.68,5.14,82.98,29.32,22.28
5.5,-72.5,2023,6,6,7.04,4.78,81.55,21.69,15.15
6.5,-72.5,2023,6,6,6.99,4.51,83.46,16.71,5.23
2.5,-72.5,2023,6,7,6.61,5.39,91.56,27.28,21.67
3.5,-72.5,2023,6,7,6.67,4.95,86.71,28.46,22.5
4.5,-72.5,2023,6,7,6.73,5.12,86.57,28.98,22.89
5.5,-72.5,2023,6,7,7.06,5.04,86.87,22.54,14.88
6.5,-72.5,2023,6,7,7.32,4.82,85.02,17.21,6.39
2.5,-72.5,2023,6,8,6.68,3.79,89.21,28.51,22.09
3.5,-72.5,2023,6,8,6.74,2.48,85.35,29.29,22.39
4.5,-72.5,2023,6,8,6.74,1.63,86.33,28.76,22.71
5.5,-72.5,2023,6,8,7.09,1.61,92.09,21.57,16.14
6.5,-72.5,2023,6,8,7.31,3.51,89.42,16.22,7.91
2.5,-72.5,2023,6,9,6.69,5.76,88.36,29.03,23.09
3.5,-72.5,2023,6,9,6.74,5.58,80.66,30.17,22.14
4.5,-72.5,2023,6,9,6.75,5.81,77.47,31.1,22.81
5.5,-72.5,2023,6,9,7.09,4.8,81.33,23.07,16.04
6.5,-72.5,2023,6,9,7.22,4.57,85.68,17.28,5.99
2.5,-72.5,2023,6,10,6.77,5.6,89.59,28.96,22.7
3.5,-72.5,2023,6,10,6.81,5.68,83.68,29.82,22.63
4.5,-72.5,2023,6,10,6.76,6.23,79.75,30.06,23.67
5.5,-72.5,2023,6,10,7.14,5.19,87.71,22.53,16.33
6.5,-72.5,2023,6,10,7.37,4.83,86.14,17.24,7.06
2.5,-72.5,2023,6,11,6.68,4.2,93.48,27.68,23.19
3.5,-72.5,2023,6,11,6.72,3.77,87.06,28.74,22.86
4.5,-72.5,2023,6,11,6.72,4.08,84.17,30.41,23.06
5.5,-72.5,2023,6,11,6.96,3.83,87.78,22.38,15.47
6.5,-72.5,2023,6,11,7.42,4.29,87.15,16.83,6.56
2.5,-72.5,2023,6,12,6.67,5.55,89.56,28.76,22.67
3.5,-72.5,2023,6,12,6.72,4.82,83.76,29.68,22.44
4.5,-72.5,2023,6,12,6.73,4.25,80.76,30.1,23.42
5.5,-72.5,2023,6,12,7.12,3.22,84.99,22.69,15.29
6.5,-72.5,2023,6,12,7.5,4.21,84.52,16.93,6.56
2.5,-72.5,2023,6,13,6.72,5.86,90.59,28.86,22.44
3.5,-72.5,2023,6,13,6.77,5.69,85.37,30.38,22.55
4.5,-72.5,2023,6,13,6.8,6.15,81.25,30.45,23.47
5.5,-72.5,2023,6,13,7.14,5.7,84.31,22.93,15.61
6.5,-72.5,2023,6,13,7.45,5.96,85.8,16.85,7.0
2.5,-72.5,2023,6,14,6.53,3.35,93.77,27.1,22.13
3.5,-72.5,2023,6,14,6.59,2.67,86.58,28.53,23.11
4.5,-72.5,2023,6,14,6.79,2.12,86.27,28.85,23.52
5.5,-72.5,2023,6,14,7.15,2.74,89.11,20.41,15.45
6.5,-72.5,2023,6,14,7.44,4.3,88.23,15.63,6.33
2.5,-72.5,2023,6,15,6.58,2.94,95.18,25.23,21.82
3.5,-72.5,2023,6,15,6.63,4.52,89.66,27.97,21.77
4.5,-72.5,2023,6,15,6.69,4.69,86.46,28.66,21.68
5.5,-72.5,2023,6,15,7.03,4.33,83.3,21.74,14.88
6.5,-72.5,2023,6,15,7.3,4.47,85.0,16.19,7.55
2.5,-72.5,2023,6,16,6.71,3.08,92.76,26.7,21.11
3.5,-72.5,2023,6,16,6.77,2.61,90.38,27.58,21.43
4.5,-72.5,2023,6,16,6.79,2.45,90.83,26.95,22.23
5.5,-72.5,2023,6,16,7.13,2.97,90.8,20.11,15.36
6.5,-72.5,2023,6,16,7.27,3.62,86.79,16.03,6.92
2.5,-72.5,2023,6,17,6.55,3.97,91.54,27.37,21.49
3.5,-72.5,2023,6,17,6.61,4.45,89.89,27.94,21.84
4.5,-72.5,2023,6,17,6.66,4.2,90.28,27.93,21.84
5.5,-72.5,2023,6,17,7.01,3.59,88.93,20.32,14.93
6.5,-72.5,2023,6,17,7.25,3.88,87.22,15.5,6.91
2.5,-72.5,2023,6,18,6.57,4.4,90.84,27.23,21.75
3.5,-72.5,2023,6,18,6.63,4.03,87.25,28.36,21.74
4.5,-72.5,2023,6,18,6.65,4.38,87.37,28.24,21.97
5.5,-72.5,2023,6,18,6.96,4.53,90.47,20.35,14.33
6.5,-72.5,2023,6,18,7.32,4.88,86.88,15.98,6.51
2.5,-72.5,2023,6,19,6.67,4.92,88.19,28.56,21.63
3.5,-72.5,2023,6,19,6.72,5.21,84.98,29.66,21.87
4.5,-72.5,2023,6,19,6.79,5.81,84.2,29.34,22.81
5.5,-72.5,2023,6,19,7.13,5.42,85.79,22.03,15.67
6.5,-72.5,2023,6,19,7.53,5.68,85.42,17.5,5.69
2.5,-72.5,2023,6,20,6.5,4.46,92.14,27.93,22.36
3.5,-72.5,2023,6,20,6.57,4.43,85.06,29.62,22.9
4.5,-72.5,2023,6,20,6.74,4.77,81.84,29.27,23.42
5.5,-72.5,2023,6,20,7.09,4.44,87.04,22.21,15.83
6.5,-72.5,2023,6,20,7.48,5.25,86.59,17.7,6.38
2.5,-72.5,2023,6,21,6.62,5.13,94.13,28.08,22.74
3.5,-72.5,2023,6,21,6.67,4.96,87.48,29.65,23.5
4.5,-72.5,2023,6,21,6.68,4.37,85.15,29.32,23.88
5.5,-72.5,2023,6,21,7.02,4.25,89.33,22.26,16.47
6.5,-72.5,2023,6,21,7.34,4.87,87.02,17.48,7.79
2.5,-72.5,2023,6,22,6.63,4.63,96.44,25.91,23.42
3.5,-72.5,2023,6,22,6.7,4.45,93.68,27.19,23.96
4.5,-72.5,2023,6,22,6.69,4.58,89.42,29.11,24.71
5.5,-72.5,2023,6,22,7.02,3.61,87.81,22.13,17.66
6.5,-72.5,2023,6,22,7.15,3.99,88.29,16.88,7.56
2.5,-72.5,2023,6,23,6.46,4.55,90.98,28.82,22.0
3.5,-72.5,2023,6,23,6.53,5.22,86.16,30.24,22.44
4.5,-72.5,2023,6,23,6.52,5.46,86.85,29.62,24.3
5.5,-72.5,2023,6,23,6.71,4.84,89.73,21.51,16.8
6.5,-72.5,2023,6,23,7.03,4.5,88.11,16.84,6.76
2.5,-72.5,2023,6,24,6.57,4.18,89.78,27.7,23.19
3.5,-72.5,2023,6,24,6.63,4.05,83.45,29.5,23.42
4.5,-72.5,2023,6,24,6.66,2.5,85.06,29.5,22.9
5.5,-72.5,2023,6,24,6.98,3.43,90.37,21.46,15.45
6.5,-72.5,2023,6,24,7.03,3.53,85.38,17.27,7.76
2.5,-72.5,2023,6,25,6.6,4.86,91.0,28.4,21.66
3.5,-72.5,2023,6,25,6.67,4.52,85.25,29.56,21.84
4.5,-72.5,2023,6,25,6.7,4.8,84.11,28.78,21.86
5.5,-72.5,2023,6,25,7.04,4.58,85.16,20.68,14.83
6.5,-72.5,2023,6,25,7.04,4.2,86.78,16.31,6.29
2.5,-72.5,2023,6,26,6.58,5.31,90.95,28.39,21.73
3.5,-72.5,2023,6,26,6.65,4.81,85.97,29.2,21.75
4.5,-72.5,2023,6,26,6.54,3.84,79.97,29.5,21.96
5.5,-72.5,2023,6,26,6.91,3.23,82.33,21.14,16.03
6.5,-72.5,2023,6,26,6.99,3.58,85.03,16.45,6.15
2.5,-72.5,2023,6,27,6.64,5.19,92.14,27.77,22.72
3.5,-72.5,2023,6,27,6.7,5.29,85.22,29.3,22.73
4.5,-72.5,2023,6,27,6.76,5.56,84.45,29.11,23.25
5.5,-72.5,2023,6,27,7.1,4.53,89.62,21.82,15.62
6.5,-72.5,2023,6,27,7.28,4.39,85.13,17.67,7.05
2.5,-72.5,2023,6,28,6.63,4.68,90.7,28.51,21.71
3.5,-72.5,2023,6,28,6.68,4.35,87.39,29.4,21.99
4.5,-72.5,2023,6,28,6.72,4.58,85.73,29.62,22.12
5.5,-72.5,2023,6,28,7.04,4.84,88.94,22.0,15.58
6.5,-72.5,2023,6,28,7.33,5.0,86.6,17.12,6.17
2.5,-72.5,2023,6,29,6.63,3.93,90.53,28.07,22.9
3.5,-72.5,2023,6,29,6.68,3.51,88.86,28.98,22.84
4.5,-72.5,2023,6,29,6.73,4.01,87.86,28.92,23.32
5.5,-72.5,2023,6,29,7.08,4.33,94.02,20.69,15.92
6.5,-72.5,2023,6,29,7.46,5.21,88.41,17.08,7.46
2.5,-72.5,2023,6,30,6.68,3.68,90.86,28.06,21.98
3.5,-72.5,2023,6,30,6.71,4.27,86.46,28.87,22.4
4.5,-72.5,2023,6,30,6.72,4.26,86.0,29.17,22.27
5.5,-72.5,2023,6,30,7.03,4.54,84.5,21.9,15.24
6.5,-72.5,2023,6,30,7.04,4.67,86.38,16.96,6.34
2.5,-72.5,2023,7,1,6.39,3.64,91.46,28.63,22.5
3.5,-72.5,2023,7,1,6.43,4.49,86.67,29.54,22.25
4.5,-72.5,2023,7,1,6.56,4.88,83.81,29.59,22.79
5.5,-72.5,2023,7,1,6.9,4.51,84.63,22.67,14.41
6.5,-72.5,2023,7,1,7.14,4.43,85.17,16.95,6.17
2.5,-72.5,2023,7,2,6.48,3.74,90.77,28.04,22.68
3.5,-72.5,2023,7,2,6.51,4.59,88.38,28.91,23.18
4.5,-72.5,2023,7,2,6.69,5.07,87.48,29.34,24.13
5.5,-72.5,2023,7,2,6.99,4.57,90.25,21.78,16.08
6.5,-72.5,2023,7,2,7.35,4.18,84.91,16.59,8.01
2.5,-72.5,2023,7,3,6.53,5.67,89.82,28.86,21.99
3.5,-72.5,2023,7,3,6.6,5.39,87.86,29.47,22.5
4.5,-72.5,2023,7,3,6.7,4.75,87.77,29.48,22.67
5.5,-72.5,2023,7,3,7.04,4.29,89.54,22.59,16.11
6.5,-72.5,2023,7,3,7.28,4.79,85.5,17.65,7.73
2.5,-72.5,2023,7,4,6.38,4.03,93.61,26.78,23.22
3.5,-72.5,2023,7,4,6.43,3.77,87.61,27.95,23.28
4.5,-72.5,2023,7,4,6.56,4.88,89.78,28.45,23.45
5.5,-72.5,2023,7,4,6.87,5.04,89.41,22.12,16.93
6.5,-72.5,2023,7,4,7.36,5.4,85.07,17.23,7.96
2.5,-72.5,2023,7,5,6.45,3.66,91.25,28.23,23.05
3.5,-72.5,2023,7,5,6.52,3.37,85.13,30.02,22.95
4.5,-72.5,2023,7,5,6.62,2.94,88.03,28.88,23.06
5.5,-72.5,2023,7,5,6.86,2.78,85.93,21.06,16.69
6.5,-72.5,2023,7,5,7.25,2.96,89.22,16.44,7.05
2.5,-72.5,2023,7,6,6.68,4.91,94.88,27.11,23.03
3.5,-72.5,2023,7,6,6.72,5.18,86.64,29.39,22.89
4.5,-72.5,2023,7,6,6.67,5.12,82.38,30.41,22.86
5.5,-72.5,2023,7,6,7.02,4.89,85.63,22.58,15.7
6.5,-72.5,2023,7,6,7.14,4.71,88.11,17.31,7.98
2.5,-72.5,2023,7,7,6.59,2.66,97.76,26.14,22.98
3.5,-72.5,2023,7,7,6.63,3.98,90.65,27.41,22.98
4.5,-72.5,2023,7,7,6.61,4.63,86.7,28.79,23.39
5.5,-72.5,2023,7,7,6.95,4.89,89.45,22.07,15.83
6.5,-72.5,2023,7,7,7.24,5.05,86.79,17.09,8.11
2.5,-72.5,2023,7,8,6.62,4.92,93.95,27.25,22.62
3.5,-72.5,2023,7,8,6.67,4.82,89.16,27.8,22.87
4.5,-72.5,2023,7,8,6.75,4.68,83.37,28.63,23.34
5.5,-72.5,2023,7,8,7.09,3.51,91.45,21.0,16.01
6.5,-72.5,2023,7,8,7.44,3.15,86.67,15.09,6.59
2.5,-72.5,2023,7,9,6.76,5.03,88.86,28.7,21.78
3.5,-72.5,2023,7,9,6.82,5.45,80.81,30.15,21.9
4.5,-72.5,2023,7,9,6.99,5.79,77.35,30.35,22.74
5.5,-72.5,2023,7,9,7.34,5.1,83.16,22.46,14.95
6.5,-72.5,2023,7,9,7.6,4.89,85.39,16.15,5.08
2.5,-72.5,2023,7,10,6.69,3.89,95.62,26.79,22.17
3.5,-72.5,2023,7,10,6.73,3.64,83.97,29.6,22.06
4.5,-72.5,2023,7,10,6.71,3.32,82.38,30.01,23.0
5.5,-72.5,2023,7,10,7.07,2.98,87.49,22.4,15.48
6.5,-72.5,2023,7,10,7.43,3.87,88.03,15.84,7.42
2.5,-72.5,2023,7,11,6.67,5.07,90.99,28.89,22.19
3.5,-72.5,2023,7,11,6.71,4.89,85.38,29.03,22.95
4.5,-72.5,2023,7,11,6.81,4.84,81.79,30.07,23.05
5.5,-72.5,2023,7,11,7.18,4.41,84.01,22.58,15.45
6.5,-72.5,2023,7,11,7.29,3.94,86.34,16.4,6.97
2.5,-72.5,2023,7,12,6.72,5.4,89.79,29.3,23.56
3.5,-72.5,2023,7,12,6.78,4.84,83.94,30.58,23.03
4.5,-72.5,2023,7,12,6.86,5.26,83.62,30.32,23.76
5.5,-72.5,2023,7,12,7.31,4.88,80.46,22.91,16.23
6.5,-72.5,2023,7,12,7.37,4.97,81.91,17.08,5.92
2.5,-72.5,2023,7,13,6.69,4.89,94.38,28.1,24.01
3.5,-72.5,2023,7,13,6.75,4.87,89.68,29.41,23.54
4.5,-72.5,2023,7,13,6.82,5.7,85.23,30.47,23.53
5.5,-72.5,2023,7,13,7.16,5.36,85.52,23.27,15.58
6.5,-72.5,2023,7,13,7.57,5.58,85.13,17.08,7.33
2.5,-72.5,2023,7,14,6.68,4.3,94.23,28.06,23.73
3.5,-72.5,2023,7,14,6.72,3.86,90.25,28.88,23.69
4.5,-72.5,2023,7,14,6.71,3.03,87.37,29.36,23.91
5.5,-72.5,2023,7,14,7.06,1.92,89.13,22.53,16.1
6.5,-72.5,2023,7,14,7.46,2.93,87.03,16.66,8.1
2.5,-72.5,2023,7,15,6.79,3.98,88.15,29.25,23.03
3.5,-72.5,2023,7,15,6.84,4.6,84.31,30.43,23.31
4.5,-72.5,2023,7,15,6.86,5.14,79.7,29.97,23.22
5.5,-72.5,2023,7,15,7.2,4.57,85.36,22.07,15.53
6.5,-72.5,2023,7,15,7.44,4.91,86.26,16.07,6.61
2.5,-72.5,2023,7,16,6.74,5.73,93.6,27.41,22.8
3.5,-72.5,2023,7,16,6.78,5.76,87.43,29.35,23.18
4.5,-72.5,2023,7,16,6.83,5.55,80.91,30.21,23.93
5.5,-72.5,2023,7,16,7.17,4.6,85.85,22.61,15.43
6.5,-72.5,2023,7,16,7.35,4.49,86.65,16.44,5.51
2.5,-72.5,2023,7,17,6.69,4.6,92.7,27.61,22.38
3.5,-72.5,2023,7,17,6.73,4.07,87.08,28.97,22.69
4.5,-72.5,2023,7,17,6.8,4.14,85.1,29.53,23.46
5.5,-72.5,2023,7,17,7.14,3.21,88.91,21.19,16.42
6.5,-72.5,2023,7,17,7.41,3.8,86.94,15.86,8.42
2.5,-72.5,2023,7,18,6.85,5.37,86.4,28.86,22.03
3.5,-72.5,2023,7,18,6.88,4.93,81.79,29.42,22.08
4.5,-72.5,2023,7,18,6.93,4.99,81.62,30.18,21.94
5.5,-72.5,2023,7,18,7.3,5.05,83.35,21.77,15.21
6.5,-72.5,2023,7,18,7.57,4.93,84.88,16.17,6.52
2.5,-72.5,2023,7,19,6.74,4.6,92.16,27.13,23.34
3.5,-72.5,2023,7,19,6.77,4.51,84.83,29.67,23.24
4.5,-72.5,2023,7,19,6.89,4.15,83.61,28.62,23.42
5.5,-72.5,2023,7,19,7.27,3.44,86.45,21.13,16.01
6.5,-72.5,2023,7,19,7.49,3.61,84.67,16.53,6.99
2.5,-72.5,2023,7,20,6.78,4.48,93.35,27.78,23.34
3.5,-72.5,2023,7,20,6.81,5.36,82.17,29.81,22.92
4.5,-72.5,2023,7,20,6.89,5.99,81.95,29.9,22.36
5.5,-72.5,2023,7,20,7.26,4.98,82.24,21.76,16.23
6.5,-72.5,2023,7,20,7.56,5.13,83.84,16.85,5.73
2.5,-72.5,2023,7,21,6.79,3.44,95.65,26.36,23.0
3.5,-72.5,2023,7,21,6.82,3.83,86.23,29.93,23.44
4.5,-72.5,2023,7,21,6.89,4.28,85.62,29.75,23.33
5.5,-72.5,2023,7,21,7.21,4.65,90.61,21.2,16.04
6.5,-72.5,2023,7,21,7.42,4.33,87.57,15.37,7.36
2.5,-72.5,2023,7,22,6.78,5.33,88.72,28.88,21.92
3.5,-72.5,2023,7,22,6.83,4.88,84.24,29.35,22.95
4.5,-72.5,2023,7,22,6.73,4.47,84.47,29.16,23.58
5.5,-72.5,2023,7,22,7.04,4.09,89.09,21.34,16.15
6.5,-72.5,2023,7,22,7.41,4.31,85.1,16.43,6.06
2.5,-72.5,2023,7,23,6.78,3.41,90.41,28.06,23.36
3.5,-72.5,2023,7,23,6.76,4.33,84.42,29.79,22.69
4.5,-72.5,2023,7,23,6.72,4.28,81.43,29.81,23.69
5.5,-72.5,2023,7,23,7.03,4.0,86.38,22.0,14.98
6.5,-72.5,2023,7,23,7.34,4.01,86.52,16.73,6.13
2.5,-72.5,2023,7,24,6.73,3.69,92.85,27.6,22.74
3.5,-72.5,2023,7,24,6.74,4.14,89.47,28.3,23.1
4.5,-72.5,2023,7,24,6.86,4.88,90.13,27.05,23.82
5.5,-72.5,2023,7,24,7.29,4.95,89.96,21.62,15.6
6.5,-72.5,2023,7,24,7.47,5.88,85.76,16.79,7.8
2.5,-72.5,2023,7,25,6.61,3.53,90.46,28.29,22.87
3.5,-72.5,2023,7,25,6.65,2.94,91.06,27.95,22.92
4.5,-72.5,2023,7,25,6.65,4.39,88.57,28.24,23.02
5.5,-72.5,2023,7,25,6.9,4.02,89.08,22.3,14.83
6.5,-72.5,2023,7,25,7.31,4.41,86.58,17.09,5.57
2.5,-72.5,2023,7,26,6.77,5.81,92.09,28.43,22.25
3.5,-72.5,2023,7,26,6.8,5.7,88.75,29.22,22.47
