LAT,LON,YEAR,MO,DY,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,RH2M,T2M_MAX,T2M_MIN
8.5,-72.5,2022,4,19,7.18,4.11,68.75,32.58,25.61
9.5,-72.5,2022,4,19,7.16,4.49,79.86,31.86,25.38
10.5,-72.5,2022,4,19,7.31,4.59,83.7,28.11,20.97
11.5,-72.5,2022,4,19,7.2,4.99,84.23,32.1,24.34
7.5,-72.5,2022,4,20,7.35,3.72,84.15,22.18,14.59
8.5,-72.5,2022,4,20,7.26,5.6,79.82,30.16,24.28
9.5,-72.5,2022,4,20,7.24,6.05,84.49,31.21,24.42
10.5,-72.5,2022,4,20,7.26,3.93,90.35,25.37,19.9
11.5,-72.5,2022,4,20,7.11,4.03,83.89,30.26,24.67
7.5,-72.5,2022,4,21,7.47,3.32,84.83,21.89,15.61
8.5,-72.5,2022,4,21,7.21,4.16,73.4,33.04,22.61
9.5,-72.5,2022,4,21,7.17,5.55,82.42,31.28,23.05
10.5,-72.5,2022,4,21,7.3,5.28,80.72,28.86,19.08
11.5,-72.5,2022,4,21,7.13,4.84,80.32,32.93,23.55
7.5,-72.5,2022,4,22,7.49,4.0,85.07,21.88,14.84
8.5,-72.5,2022,4,22,7.19,5.46,71.03,33.68,24.45
9.5,-72.5,2022,4,22,7.15,5.37,92.72,27.2,24.22
10.5,-72.5,2022,4,22,7.35,4.62,91.64,24.84,20.42
11.5,-72.5,2022,4,22,7.18,5.67,86.73,27.99,23.8
7.5,-72.5,2022,4,23,7.45,4.21,78.87,22.36,12.66
8.5,-72.5,2022,4,23,7.22,5.4,68.04,34.3,23.03
9.5,-72.5,2022,4,23,7.19,5.3,80.53,31.82,23.39
10.5,-72.5,2022,4,23,7.38,4.93,84.48,27.68,19.75
11.5,-72.5,2022,4,23,7.4,6.25,80.3,30.65,22.92
7.5,-72.5,2022,4,24,7.3,2.57,88.09,20.98,14.94
8.5,-72.5,2022,4,24,7.19,3.67,67.45,34.19,23.45
9.5,-72.5,2022,4,24,7.17,4.99,74.38,32.67,23.45
10.5,-72.5,2022,4,24,7.4,5.25,78.09,29.41,19.96
11.5,-72.5,2022,4,24,7.43,6.17,77.64,31.55,23.4
7.5,-72.5,2022,4,25,7.48,2.61,83.44,23.36,14.33
8.5,-72.5,2022,4,25,6.89,3.21,63.56,36.97,23.87
9.5,-72.5,2022,4,25,6.85,4.17,75.34,32.44,24.11
10.5,-72.5,2022,4,25,7.13,3.66,85.65,26.35,20.47
11.5,-72.5,2022,4,25,7.27,4.55,81.28,29.35,23.71
7.5,-72.5,2022,4,26,7.51,4.67,81.31,24.16,14.11
8.5,-72.5,2022,4,26,6.81,5.29,65.99,36.46,24.55
9.5,-72.5,2022,4,26,6.79,4.48,80.57,31.21,24.29
10.5,-72.5,2022,4,26,7.03,3.71,86.35,27.54,20.69
11.5,-72.5,2022,4,26,7.22,4.26,80.25,29.54,24.37
7.5,-72.5,2022,4,27,7.62,4.4,88.21,20.82,15.69
8.5,-72.5,2022,4,27,7.25,4.58,73.07,30.37,24.32
9.5,-72.5,2022,4,27,7.16,4.15,75.95,31.59,24.24
10.5,-72.5,2022,4,27,7.11,4.21,81.19,29.31,20.25
11.5,-72.5,2022,4,27,7.27,4.81,76.61,30.28,23.85
7.5,-72.5,2022,4,28,7.57,3.9,88.04,22.45,15.04
8.5,-72.5,2022,4,28,7.26,3.67,66.06,36.19,23.98
9.5,-72.5,2022,4,28,7.17,3.35,76.21,32.57,24.13
10.5,-72.5,2022,4,28,7.29,2.45,81.89,28.17,20.66
11.5,-72.5,2022,4,28,7.24,4.05,75.31,30.94,23.99
7.5,-72.5,2022,4,29,7.48,5.19,84.98,23.17,14.34
8.5,-72.5,2022,4,29,7.39,6.05,65.14,37.19,24.41
9.5,-72.5,2022,4,29,7.23,5.62,82.98,30.27,24.52
10.5,-72.5,2022,4,29,7.24,4.46,82.27,29.03,21.24
11.5,-72.5,2022,4,29,7.22,4.28,79.0,30.82,24.86
7.5,-72.5,2022,4,30,7.46,4.43,84.15,23.07,15.03
8.5,-72.5,2022,4,30,7.19,6.11,52.34,40.14,24.74
9.5,-72.5,2022,4,30,7.11,5.87,72.28,36.15,24.94
10.5,-72.5,2022,4,30,7.28,4.86,80.11,30.1,21.85
11.5,-72.5,2022,4,30,7.08,5.18,77.62,31.95,25.39
7.5,-72.5,2022,5,1,7.43,5.61,81.9,23.78,14.01
8.5,-72.5,2022,5,1,7.18,6.17,48.84,40.91,25.37
9.5,-72.5,2022,5,1,7.2,6.63,69.76,36.71,25.79
10.5,-72.5,2022,5,1,7.34,5.24,80.45,30.53,21.29
11.5,-72.5,2022,5,1,6.94,3.88,79.66,32.51,25.16
7.5,-72.5,2022,5,2,7.38,3.88,82.4,22.69,14.19
8.5,-72.5,2022,5,2,7.17,5.08,49.89,39.66,25.55
9.5,-72.5,2022,5,2,7.17,6.1,72.63,36.07,24.37
10.5,-72.5,2022,5,2,7.31,5.62,82.2,29.76,21.41
11.5,-72.5,2022,5,2,7.03,5.43,80.18,31.2,25.01
7.5,-72.5,2022,5,3,7.71,6.55,81.39,23.6,14.0
8.5,-72.5,2022,5,3,7.36,7.12,41.54,41.57,27.88
9.5,-72.5,2022,5,3,7.35,7.12,64.33,36.53,24.7
10.5,-72.5,2022,5,3,7.38,6.84,73.87,31.78,20.96
11.5,-72.5,2022,5,3,7.24,6.88,71.1,33.6,25.15
7.5,-72.5,2022,5,4,7.59,6.1,81.33,23.98,13.65
8.5,-72.5,2022,5,4,7.25,6.08,42.93,41.7,27.62
9.5,-72.5,2022,5,4,7.16,6.44,62.71,37.12,25.14
10.5,-72.5,2022,5,4,7.23,5.85,74.3,32.08,21.01
11.5,-72.5,2022,5,4,7.26,5.67,71.39,33.59,25.06
7.5,-72.5,2022,5,5,7.57,2.65,82.93,24.03,14.04
8.5,-72.5,2022,5,5,7.31,4.03,57.13,39.22,25.89
9.5,-72.5,2022,5,5,7.17,4.65,77.59,34.07,25.43
10.5,-72.5,2022,5,5,7.08,5.34,82.86,30.15,21.68
11.5,-72.5,2022,5,5,7.05,5.85,72.6,32.85,25.2
7.5,-72.5,2022,5,6,7.49,3.37,82.55,22.59,14.01
8.5,-72.5,2022,5,6,7.35,2.33,60.36,37.14,25.26
9.5,-72.5,2022,5,6,7.26,1.68,79.71,32.02,24.75
10.5,-72.5,2022,5,6,7.36,2.95,89.43,26.45,21.39
11.5,-72.5,2022,5,6,7.23,2.96,78.83,31.09,25.15
7.5,-72.5,2022,5,7,7.42,3.9,85.59,23.11,14.13
8.5,-72.5,2022,5,7,7.06,5.15,62.54,37.18,24.4
9.5,-72.5,2022,5,7,7.0,5.39,82.15,30.24,23.79
10.5,-72.5,2022,5,7,7.21,5.1,82.7,29.81,20.61
11.5,-72.5,2022,5,7,7.13,5.93,73.16,33.84,24.1
7.5,-72.5,2022,5,8,7.42,5.24,85.79,22.62,14.95
8.5,-72.5,2022,5,8,7.15,5.58,52.65,38.86,25.54
9.5,-72.5,2022,5,8,7.1,5.71,74.39,35.03,24.16
10.5,-72.5,2022,5,8,7.36,4.87,81.76,30.14,21.04
11.5,-72.5,2022,5,8,7.21,5.78,71.78,34.15,24.99
7.5,-72.5,2022,5,9,7.56,4.11,88.21,22.09,15.7
8.5,-72.5,2022,5,9,7.2,5.98,45.92,39.97,27.14
9.5,-72.5,2022,5,9,7.19,5.96,67.72,36.4,24.82
10.5,-72.5,2022,5,9,7.29,5.3,81.49,29.27,21.39
11.5,-72.5,2022,5,9,7.2,5.76,73.54,33.34,25.53
7.5,-72.5,2022,5,10,7.45,4.0,86.54,23.11,15.5
8.5,-72.5,2022,5,10,7.2,4.5,50.76,38.2,27.72
9.5,-72.5,2022,5,10,7.13,4.15,75.13,33.68,25.93
10.5,-72.5,2022,5,10,7.3,3.37,82.53,27.53,21.5
11.5,-72.5,2022,5,10,7.07,2.81,79.66,31.23,25.58
7.5,-72.5,2022,5,11,7.46,4.71,90.44,20.69,15.21
8.5,-72.5,2022,5,11,7.15,5.11,66.32,33.83,25.87
9.5,-72.5,2022,5,11,7.09,4.52,82.3,29.3,25.49
10.5,-72.5,2022,5,11,7.25,3.22,92.09,25.55,21.31
11.5,-72.5,2022,5,11,6.84,2.79,89.32,28.93,24.87
7.5,-72.5,2022,5,12,7.52,4.85,86.65,23.33,14.78
8.5,-72.5,2022,5,12,7.19,5.27,53.57,39.68,25.15
9.5,-72.5,2022,5,12,7.24,5.72,75.33,35.21,25.03
10.5,-72.5,2022,5,12,7.26,4.84,86.47,28.41,21.5
11.5,-72.5,2022,5,12,6.96,4.61,88.73,28.52,24.6
7.5,-72.5,2022,5,13,7.33,3.52,86.53,22.95,14.99
8.5,-72.5,2022,5,13,7.12,5.44,59.77,35.5,27.06
9.5,-72.5,2022,5,13,7.15,5.98,79.55,32.68,25.72
10.5,-72.5,2022,5,13,7.21,5.63,87.92,27.74,21.92
11.5,-72.5,2022,5,13,6.93,4.99,82.14,31.18,24.89
7.5,-72.5,2022,5,14,7.26,3.32,88.15,22.67,15.23
8.5,-72.5,2022,5,14,6.93,4.89,58.84,39.86,25.48
9.5,-72.5,2022,5,14,6.91,4.85,72.61,35.98,24.64
10.5,-72.5,2022,5,14,7.06,4.81,84.23,29.22,21.61
11.5,-72.5,2022,5,14,6.92,5.38,79.99,31.42,25.09
7.5,-72.5,2022,5,15,7.24,3.92,88.3,22.19,14.95
8.5,-72.5,2022,5,15,7.13,5.88,56.02,39.42,26.28
9.5,-72.5,2022,5,15,7.11,6.1,71.22,34.42,26.27
10.5,-72.5,2022,5,15,7.12,5.52,83.48,29.11,21.99
11.5,-72.5,2022,5,15,7.16,5.42,75.49,32.58,25.17
7.5,-72.5,2022,5,16,7.28,5.0,84.43,24.29,14.12
8.5,-72.5,2022,5,16,7.11,5.9,51.71,40.58,26.86
9.5,-72.5,2022,5,16,7.1,5.78,66.75,36.67,26.18
10.5,-72.5,2022,5,16,7.07,4.8,76.53,31.84,21.84
11.5,-72.5,2022,5,16,6.92,4.42,73.03,34.44,25.62
7.5,-72.5,2022,5,17,7.36,4.19,86.02,23.17,14.97
8.5,-72.5,2022,5,17,7.08,5.12,45.66,41.07,27.08
9.5,-72.5,2022,5,17,7.09,5.0,65.89,36.71,26.44
10.5,-72.5,2022,5,17,6.97,4.47,75.15,31.95,22.15
11.5,-72.5,2022,5,17,6.84,4.56,75.45,33.85,26.05
7.5,-72.5,2022,5,18,7.28,2.55,80.46,25.19,13.9
8.5,-72.5,2022,5,18,7.06,4.14,50.29,36.89,28.04
9.5,-72.5,2022,5,18,7.02,4.08,69.58,35.95,25.97
10.5,-72.5,2022,5,18,7.05,4.7,81.24,30.64,21.95
11.5,-72.5,2022,5,18,6.86,4.25,76.79,33.23,25.76
7.5,-72.5,2022,5,19,7.65,4.29,86.26,22.74,15.02
8.5,-72.5,2022,5,19,7.04,5.45,45.2,40.95,26.25
9.5,-72.5,2022,5,19,7.08,4.58,65.34,36.4,25.0
10.5,-72.5,2022,5,19,7.18,4.37,75.8,30.92,22.02
11.5,-72.5,2022,5,19,6.84,4.34,76.34,31.98,25.92
7.5,-72.5,2022,5,20,7.38,4.53,83.24,22.51,13.98
8.5,-72.5,2022,5,20,7.2,6.29,39.38,40.58,27.24
9.5,-72.5,2022,5,20,7.26,6.68,59.34,37.42,25.51
10.5,-72.5,2022,5,20,7.35,6.63,71.29,32.26,21.06
11.5,-72.5,2022,5,20,7.13,6.93,69.25,34.69,24.98
7.5,-72.5,2022,5,21,7.28,5.74,83.07,22.55,13.28
8.5,-72.5,2022,5,21,6.98,5.74,42.22,40.12,27.93
9.5,-72.5,2022,5,21,7.06,6.37,59.93,37.26,24.96
10.5,-72.5,2022,5,21,7.22,6.99,70.63,31.72,21.49
11.5,-72.5,2022,5,21,7.15,6.65,69.59,34.15,24.66
7.5,-72.5,2022,5,22,7.2,6.67,83.22,22.84,13.04
8.5,-72.5,2022,5,22,6.99,6.44,42.5,40.5,27.59
9.5,-72.5,2022,5,22,7.11,6.81,56.91,37.52,24.74
10.5,-72.5,2022,5,22,7.05,6.46,70.3,32.31,21.39
11.5,-72.5,2022,5,22,6.88,6.55,69.72,34.44,24.63
7.5,-72.5,2022,5,23,7.32,5.1,85.34,23.06,13.63
8.5,-72.5,2022,5,23,6.95,5.48,48.74,39.37,27.29
9.5,-72.5,2022,5,23,7.01,6.49,66.9,36.08,25.42
10.5,-72.5,2022,5,23,7.08,5.79,79.39,30.75,21.11
11.5,-72.5,2022,5,23,7.06,5.97,70.88,34.12,24.72
7.5,-72.5,2022,5,24,7.27,4.31,89.02,21.43,14.48
8.5,-72.5,2022,5,24,6.98,5.52,62.93,37.84,24.89
9.5,-72.5,2022,5,24,7.0,5.3,75.65,34.54,24.14
10.5,-72.5,2022,5,24,7.23,4.92,83.09,29.62,21.08
11.5,-72.5,2022,5,24,7.09,5.37,73.04,33.42,24.61
7.5,-72.5,2022,5,25,7.19,3.65,88.07,21.77,15.01
8.5,-72.5,2022,5,25,6.88,4.11,47.47,39.84,28.27
9.5,-72.5,2022,5,25,6.87,4.75,67.84,36.23,25.65
10.5,-72.5,2022,5,25,7.17,3.69,82.02,28.29,20.96
11.5,-72.5,2022,5,25,7.09,4.28,81.0,31.29,24.71
7.5,-72.5,2022,5,26,7.02,3.59,88.05,19.66,14.34
8.5,-72.5,2022,5,26,6.91,5.24,56.64,35.08,26.76
9.5,-72.5,2022,5,26,6.87,4.79,75.1,31.93,25.94
10.5,-72.5,2022,5,26,7.03,3.82,86.3,27.34,21.65
11.5,-72.5,2022,5,26,6.97,5.12,82.67,31.09,25.04
7.5,-72.5,2022,5,27,7.18,3.77,86.69,20.1,12.71
8.5,-72.5,2022,5,27,6.92,5.41,43.28,37.8,25.74
9.5,-72.5,2022,5,27,6.88,3.75,70.67,33.73,24.59
10.5,-72.5,2022,5,27,7.13,5.46,82.91,29.17,21.4
11.5,-72.5,2022,5,27,7.15,6.38,76.82,32.52,24.94
7.5,-72.5,2022,5,28,7.34,5.52,81.28,21.63,11.93
8.5,-72.5,2022,5,28,7.13,6.07,40.53,39.76,25.01
9.5,-72.5,2022,5,28,7.27,6.3,66.01,35.4,24.23
10.5,-72.5,2022,5,28,7.32,6.58,77.68,29.8,20.67
11.5,-72.5,2022,5,28,7.28,6.93,72.45,32.79,25.1
7.5,-72.5,2022,5,29,7.24,5.34,77.49,22.49,11.3
8.5,-72.5,2022,5,29,7.14,6.36,38.54,39.78,26.0
9.5,-72.5,2022,5,29,7.26,6.61,60.47,36.38,24.08
10.5,-72.5,2022,5,29,7.31,6.88,74.14,30.88,20.6
11.5,-72.5,2022,5,29,7.36,7.07,68.94,34.32,24.41
7.5,-72.5,2022,5,30,7.28,3.97,85.4,22.59,13.01
8.5,-72.5,2022,5,30,7.15,6.42,46.13,40.33,26.77
9.5,-72.5,2022,5,30,7.29,7.09,59.21,36.88,25.18
10.5,-72.5,2022,5,30,7.33,6.48,74.54,30.91,21.4
11.5,-72.5,2022,5,30,7.29,6.92,65.74,34.65,25.38
7.5,-72.5,2022,5,31,7.39,5.35,86.15,22.57,13.8
8.5,-72.5,2022,5,31,7.23,5.96,57.77,36.52,26.7
9.5,-72.5,2022,5,31,7.35,6.78,63.04,36.04,25.94
10.5,-72.5,2022,5,31,7.39,6.9,73.93,31.21,21.42
11.5,-72.5,2022,5,31,7.23,7.16,65.29,35.26,25.27
7.5,-72.5,2022,6,1,7.55,6.61,79.39,23.85,12.04
8.5,-72.5,2022,6,1,7.24,6.38,47.55,40.6,25.49
9.5,-72.5,2022,6,1,7.28,7.0,59.72,37.88,24.88
10.5,-72.5,2022,6,1,7.46,7.04,70.36,32.47,20.95
11.5,-72.5,2022,6,1,7.38,7.0,65.08,35.92,25.15
7.5,-72.5,2022,6,2,7.48,6.0,74.51,23.33,11.19
8.5,-72.5,2022,6,2,7.09,6.28,47.81,39.98,24.54
9.5,-72.5,2022,6,2,7.15,6.53,63.02,37.04,25.96
10.5,-72.5,2022,6,2,7.3,6.41,73.2,31.97,21.18
11.5,-72.5,2022,6,2,7.26,6.99,62.25,36.88,25.62
7.5,-72.5,2022,6,3,7.09,2.6,86.59,21.3,13.91
8.5,-72.5,2022,6,3,6.93,3.52,64.76,33.23,24.99
9.5,-72.5,2022,6,3,6.94,2.57,84.3,30.76,25.01
10.5,-72.5,2022,6,3,7.15,4.17,92.08,25.5,20.88
11.5,-72.5,2022,6,3,7.14,6.34,78.12,31.78,25.28
7.5,-72.5,2022,6,4,7.31,3.28,81.8,23.2,13.59
8.5,-72.5,2022,6,4,7.01,2.92,56.27,37.81,25.17
9.5,-72.5,2022,6,4,7.04,2.79,73.23,34.18,24.38
10.5,-72.5,2022,6,4,7.21,4.88,83.26,29.18,20.99
11.5,-72.5,2022,6,4,7.19,6.46,77.55,32.14,24.85
7.5,-72.5,2022,6,5,7.12,2.14,83.59,22.73,13.61
8.5,-72.5,2022,6,5,6.95,4.33,47.08,39.47,26.0
9.5,-72.5,2022,6,5,6.98,5.04,64.81,35.33,24.55
10.5,-72.5,2022,6,5,7.15,4.57,80.56,30.26,21.36
11.5,-72.5,2022,6,5,7.15,6.38,77.77,32.22,25.11
7.5,-72.5,2022,6,6,7.31,5.34,82.61,23.33,13.3
8.5,-72.5,2022,6,6,7.1,5.98,46.2,39.48,27.44
9.5,-72.5,2022,6,6,7.14,5.67,62.03,36.69,25.99
10.5,-72.5,2022,6,6,7.27,5.81,76.27,31.06,21.55
11.5,-72.5,2022,6,6,7.17,6.62,72.6,34.47,25.37
7.5,-72.5,2022,6,7,7.32,5.14,82.96,23.33,14.53
8.5,-72.5,2022,6,7,7.09,6.08,60.95,35.49,25.58
9.5,-72.5,2022,6,7,7.12,5.23,67.48,35.83,26.66
10.5,-72.5,2022,6,7,7.3,5.55,79.99,30.09,21.46
11.5,-72.5,2022,6,7,7.1,6.75,72.54,33.41,25.68
7.5,-72.5,2022,6,8,7.13,4.04,81.9,22.67,14.35
8.5,-72.5,2022,6,8,7.0,5.6,67.69,33.71,24.5
9.5,-72.5,2022,6,8,7.05,6.36,79.26,31.64,24.29
10.5,-72.5,2022,6,8,7.04,6.18,85.8,27.8,20.94
11.5,-72.5,2022,6,8,6.67,6.28,72.98,32.9,25.4
7.5,-72.5,2022,6,9,7.14,3.79,83.78,22.12,13.95
8.5,-72.5,2022,6,9,7.0,5.08,53.52,37.28,24.99
9.5,-72.5,2022,6,9,7.0,4.33,65.03,34.51,24.54
10.5,-72.5,2022,6,9,6.98,5.23,75.57,28.88,20.71
11.5,-72.5,2022,6,9,6.7,6.2,69.61,32.85,25.04
7.5,-72.5,2022,6,10,7.26,5.27,84.06,22.03,14.56
8.5,-72.5,2022,6,10,6.94,5.5,53.26,37.09,26.05
9.5,-72.5,2022,6,10,6.97,4.89,63.46,34.84,24.63
10.5,-72.5,2022,6,10,6.94,5.4,75.96,29.67,21.07
11.5,-72.5,2022,6,10,6.83,6.04,68.26,34.05,24.83
7.5,-72.5,2022,6,11,7.14,4.57,84.89,22.79,14.54
8.5,-72.5,2022,6,11,6.87,4.86,60.62,34.25,25.58
9.5,-72.5,2022,6,11,6.86,4.66,66.6,34.26,25.36
10.5,-72.5,2022,6,11,7.0,5.06,83.62,28.34,21.91
11.5,-72.5,2022,6,11,6.94,5.32,72.7,32.59,25.8
7.5,-72.5,2022,6,12,7.15,2.65,90.6,18.95,14.63
8.5,-72.5,2022,6,12,6.92,3.38,64.79,34.37,24.33
9.5,-72.5,2022,6,12,6.92,3.25,78.33,31.09,25.14
10.5,-72.5,2022,6,12,6.97,4.16,92.86,25.23,21.02
11.5,-72.5,2022,6,12,6.93,4.58,83.28,30.31,25.06
7.5,-72.5,2022,6,13,7.14,4.41,86.08,21.52,13.85
8.5,-72.5,2022,6,13,7.0,5.62,51.54,37.77,24.89
9.5,-72.5,2022,6,13,7.08,6.29,65.94,35.97,24.14
10.5,-72.5,2022,6,13,7.19,5.93,78.5,29.99,20.34
11.5,-72.5,2022,6,13,6.45,5.94,73.1,32.93,25.5
7.5,-72.5,2022,6,14,7.13,4.03,84.29,22.15,13.04
8.5,-72.5,2022,6,14,6.86,5.22,53.01,36.87,24.74
9.5,-72.5,2022,6,14,6.9,4.52,63.75,34.98,25.6
10.5,-72.5,2022,6,14,7.13,5.3,76.3,29.43,20.96
11.5,-72.5,2022,6,14,6.89,5.45,71.41,33.36,25.17
7.5,-72.5,2022,6,15,7.08,4.22,83.1,23.12,14.52
8.5,-72.5,2022,6,15,6.73,5.06,49.05,39.18,25.74
9.5,-72.5,2022,6,15,6.79,5.41,64.64,36.23,25.41
10.5,-72.5,2022,6,15,7.08,4.63,82.31,29.14,21.46
11.5,-72.5,2022,6,15,6.96,4.88,82.25,30.82,25.16
7.5,-72.5,2022,6,16,7.1,5.1,82.6,22.91,12.64
8.5,-72.5,2022,6,16,6.97,6.21,45.87,38.86,27.58
9.5,-72.5,2022,6,16,7.01,5.59,59.54,38.22,25.91
10.5,-72.5,2022,6,16,7.25,5.69,81.01,30.08,21.48
11.5,-72.5,2022,6,16,7.14,6.39,82.4,31.07,24.8
7.5,-72.5,2022,6,17,7.07,3.63,84.45,22.37,14.22
8.5,-72.5,2022,6,17,6.93,4.4,50.76,36.85,26.44
9.5,-72.5,2022,6,17,6.94,4.32,68.1,33.95,26.45
10.5,-72.5,2022,6,17,7.04,4.65,79.27,29.99,21.8
11.5,-72.5,2022,6,17,7.0,5.8,77.85,33.24,25.26
7.5,-72.5,2022,6,18,7.11,4.19,89.03,21.0,14.49
8.5,-72.5,2022,6,18,6.96,4.69,55.81,37.28,25.37
9.5,-72.5,2022,6,18,6.98,5.27,76.42,33.47,24.62
10.5,-72.5,2022,6,18,7.1,5.54,86.32,28.57,21.57
11.5,-72.5,2022,6,18,6.99,6.24,75.61,33.31,25.07
7.5,-72.5,2022,6,19,7.14,2.79,86.27,21.06,13.22
8.5,-72.5,2022,6,19,6.7,3.11,49.73,37.26,23.9
9.5,-72.5,2022,6,19,6.73,3.26,78.78,32.06,23.94
10.5,-72.5,2022,6,19,7.04,2.76,85.95,28.37,20.98
11.5,-72.5,2022,6,19,7.07,5.34,74.69,31.77,25.0
7.5,-72.5,2022,6,20,7.16,3.9,81.68,21.26,12.18
8.5,-72.5,2022,6,20,6.84,4.95,55.36,37.7,25.31
9.5,-72.5,2022,6,20,6.84,4.6,74.83,33.62,23.81
10.5,-72.5,2022,6,20,7.06,5.11,81.06,29.07,20.67
11.5,-72.5,2022,6,20,7.13,6.19,67.25,33.84,25.28
7.5,-72.5,2022,6,21,7.15,4.28,85.87,21.71,12.24
8.5,-72.5,2022,6,21,6.94,3.93,46.25,39.32,24.93
9.5,-72.5,2022,6,21,6.94,2.41,65.8,35.16,25.04
10.5,-72.5,2022,6,21,7.08,5.13,75.38,29.44,21.64
11.5,-72.5,2022,6,21,7.06,6.8,66.86,34.05,25.37
7.5,-72.5,2022,6,22,7.39,5.78,81.74,22.78,12.59
8.5,-72.5,2022,6,22,7.17,6.77,40.35,40.17,26.29
9.5,-72.5,2022,6,22,7.19,6.82,60.64,36.78,25.16
10.5,-72.5,2022,6,22,7.06,5.21,75.42,30.28,21.06
11.5,-72.5,2022,6,22,7.09,5.89,69.19,34.59,25.03
7.5,-72.5,2022,6,23,7.33,5.74,84.86,22.6,13.87
8.5,-72.5,2022,6,23,7.15,6.5,42.93,39.77,27.66
9.5,-72.5,2022,6,23,7.19,6.44,63.0,36.97,26.16
10.5,-72.5,2022,6,23,7.15,5.89,79.37,30.25,21.8
11.5,-72.5,2022,6,23,7.06,5.99,75.55,33.11,25.44
7.5,-72.5,2022,6,24,7.12,3.02,86.53,21.74,14.63
8.5,-72.5,2022,6,24,7.05,4.04,47.35,39.31,27.31
9.5,-72.5,2022,6,24,7.04,2.76,72.13,34.41,25.12
10.5,-72.5,2022,6,24,7.04,3.66,86.61,27.51,21.76
11.5,-72.5,2022,6,24,6.96,5.1,80.33,30.95,25.29
7.5,-72.5,2022,6,25,7.14,4.67,82.91,23.44,14.91
8.5,-72.5,2022,6,25,6.85,4.75,53.11,36.6,26.82
9.5,-72.5,2022,6,25,6.89,3.11,68.78,34.75,25.21
10.5,-72.5,2022,6,25,7.11,4.72,81.62,29.06,20.49
11.5,-72.5,2022,6,25,6.97,5.8,73.0,33.26,24.97
7.5,-72.5,2022,6,26,7.11,3.54,84.38,20.9,13.02
8.5,-72.5,2022,6,26,6.91,4.68,53.38,37.73,24.49
9.5,-72.5,2022,6,26,6.91,3.74,72.93,33.93,23.73
10.5,-72.5,2022,6,26,7.09,3.34,88.41,26.44,20.27
11.5,-72.5,2022,6,26,6.95,4.38,76.55,32.14,25.02
7.5,-72.5,2022,6,27,7.24,4.43,77.27,22.74,13.72
8.5,-72.5,2022,6,27,7.08,4.5,55.22,35.94,25.11
9.5,-72.5,2022,6,27,7.1,4.88,75.09,33.36,23.79
10.5,-72.5,2022,6,27,7.15,5.08,80.73,29.36,21.19
11.5,-72.5,2022,6,27,7.1,6.27,72.53,33.34,25.05
7.5,-72.5,2022,6,28,7.33,4.36,81.77,21.49,13.24
8.5,-72.5,2022,6,28,7.07,4.96,61.89,34.53,24.83
9.5,-72.5,2022,6,28,7.09,4.6,68.91,33.45,24.91
10.5,-72.5,2022,6,28,7.18,4.51,76.34,29.7,20.86
11.5,-72.5,2022,6,28,6.95,5.4,73.52,32.97,24.17
7.5,-72.5,2022,6,29,7.23,4.34,81.56,22.67,12.9
8.5,-72.5,2022,6,29,6.89,3.7,57.69,35.2,25.65
9.5,-72.5,2022,6,29,6.97,5.7,67.12,34.11,25.44
10.5,-72.5,2022,6,29,7.12,5.46,81.81,28.29,21.4
11.5,-72.5,2022,6,29,7.11,4.6,79.14,32.03,25.0
7.5,-72.5,2022,6,30,7.18,3.52,90.17,19.75,13.35
8.5,-72.5,2022,6,30,6.98,5.42,67.72,30.49,25.21
9.5,-72.5,2022,6,30,7.05,5.86,82.13,29.5,24.32
10.5,-72.5,2022,6,30,7.1,5.16,85.12,28.55,20.58
11.5,-72.5,2022,6,30,7.08,5.17,79.47,32.06,23.79
7.5,-72.5,2022,7,1,7.16,4.8,82.94,23.4,14.19
8.5,-72.5,2022,7,1,6.89,5.52,58.69,38.43,23.47
9.5,-72.5,2022,7,1,6.93,5.15,80.05,32.97,24.38
10.5,-72.5,2022,7,1,7.1,4.91,83.58,28.19,21.3
11.5,-72.5,2022,7,1,7.09,5.99,76.71,32.93,24.88
7.5,-72.5,2022,7,2,6.8,4.62,84.67,22.91,14.19
8.5,-72.5,2022,7,2,6.97,5.49,51.91,38.63,25.87
9.5,-72.5,2022,7,2,6.98,5.75,64.56,36.13,25.44
10.5,-72.5,2022,7,2,7.15,6.05,75.35,30.77,21.64
11.5,-72.5,2022,7,2,7.21,6.11,71.39,34.56,25.31
7.5,-72.5,2022,7,3,7.22,4.05,84.26,22.48,15.1
8.5,-72.5,2022,7,3,6.99,6.25,45.66,40.59,26.8
9.5,-72.5,2022,7,3,7.02,6.55,64.58,37.13,25.36
10.5,-72.5,2022,7,3,7.13,6.28,76.5,30.19,21.87
11.5,-72.5,2022,7,3,7.14,6.45,74.11,35.16,25.71
7.5,-72.5,2022,7,4,7.03,3.35,86.05,21.89,14.88
8.5,-72.5,2022,7,4,6.88,4.28,39.82,40.71,27.67
9.5,-72.5,2022,7,4,6.91,3.98,67.32,37.17,25.11
10.5,-72.5,2022,7,4,7.0,4.39,81.53,29.67,21.61
11.5,-72.5,2022,7,4,7.01,6.04,78.99,30.93,26.38
7.5,-72.5,2022,7,5,7.27,5.51,83.6,22.65,14.63
8.5,-72.5,2022,7,5,6.98,6.18,45.46,39.33,27.6
